collection_date,route,advance_days,representative_fare,observation_count
2026-07-02,DEL_BOM,1,11466.14,9
2026-07-02,DEL_CCU,1,12325.0,12
2026-07-02,HYD_DEL,1,10988.59,18
2026-07-02,MAA_DEL,1,13172.075,16
2026-07-02,BLR_DEL,7,10200.73,17
2026-07-02,BLR_HYD,7,5772.16,13
2026-07-02,BOM_BLR,7,7961.4400000000005,20
2026-07-02,BOM_DEL,7,8981.26,14
2026-07-02,CCU_DEL,7,9426.29,10
2026-07-02,DEL_BLR,7,10598.965,14
2026-07-02,DEL_BOM,7,9462.92,19
2026-07-02,DEL_CCU,7,9631.45,23
2026-07-02,HYD_DEL,7,8805.58,13
2026-07-02,MAA_DEL,7,10709.08,13
2026-07-02,BLR_DEL,15,8416.46,9
2026-07-02,BLR_HYD,15,5278.875,12
2026-07-02,BOM_BLR,15,7072.13,9
2026-07-02,BOM_DEL,15,8112.215,18
2026-07-02,CCU_DEL,15,8234.29,18
2026-07-02,DEL_BLR,15,8454.61,15
2026-07-02,DEL_BOM,15,7997.63,15
2026-07-02,DEL_CCU,15,8252.41,8
2026-07-02,HYD_DEL,15,7434.105,18
2026-07-02,MAA_DEL,15,9255.14,15
2026-07-02,BLR_DEL,30,8449.904999999999,14
2026-07-02,BLR_HYD,30,5028.895,12
2026-07-02,BOM_BLR,30,6436.65,11
2026-07-02,BOM_DEL,30,7888.57,9
2026-07-02,CCU_DEL,30,8033.5650000000005,18
2026-07-02,DEL_BLR,30,8364.27,10
2026-07-02,DEL_BOM,30,7122.715,24
2026-07-02,DEL_CCU,30,8180.05,11
2026-07-02,HYD_DEL,30,6970.63,11
2026-07-02,MAA_DEL,30,9192.57,16
2026-07-02,BLR_DEL,45,8002.455,14
2026-07-02,BLR_HYD,45,4648.25,15
2026-07-02,BOM_BLR,45,6478.280000000001,14
2026-07-02,BOM_DEL,45,7422.02,14
2026-07-02,CCU_DEL,45,7518.715,8
2026-07-02,DEL_BLR,45,7985.82,15
2026-07-02,DEL_BOM,45,7108.92,17
2026-07-02,DEL_CCU,45,7608.74,21
2026-07-02,HYD_DEL,45,6421.14,14
2026-07-02,MAA_DEL,45,7681.455,12
2026-07-03,BLR_DEL,1,13308.54,12
2026-07-03,BLR_HYD,1,8333.63,15
2026-07-03,BOM_BLR,1,11538.994999999999,14
2026-07-03,BOM_DEL,1,13008.39,17
2026-07-03,CCU_DEL,1,12845.19,10
2026-07-03,DEL_BLR,1,14311.12,17
2026-07-03,DEL_BOM,1,12774.75,12
2026-07-03,DEL_CCU,1,13327.12,15
2026-07-03,HYD_DEL,1,11287.25,12
2026-07-03,MAA_DEL,1,15211.43,11
2026-07-03,BLR_DEL,7,10137.25,16
2026-07-03,BLR_HYD,7,6183.745,16
2026-07-03,BOM_BLR,7,8146.065,16
2026-07-03,BOM_DEL,7,8516.745,16
2026-07-03,CCU_DEL,7,9738.27,14
2026-07-03,DEL_BLR,7,10959.835,14
2026-07-03,DEL_BOM,7,9242.325,20
2026-07-03,DEL_CCU,7,9332.23,21
2026-07-03,HYD_DEL,7,8108.45,11
2026-07-03,MAA_DEL,7,11493.06,17
2026-07-03,BLR_DEL,15,9541.19,17
2026-07-03,BLR_HYD,15,5073.61,15
2026-07-03,BOM_BLR,15,7770.61,16
2026-07-03,BOM_DEL,15,9082.76,17
2026-07-03,CCU_DEL,15,9046.5,14
2026-07-03,DEL_BLR,15,9518.7,13
2026-07-03,DEL_BOM,15,7996.3,7
2026-07-03,DEL_CCU,15,9105.654999999999,12
2026-07-03,HYD_DEL,15,7890.87,16
2026-07-03,MAA_DEL,15,10285.939999999999,14
2026-07-03,BLR_DEL,30,8628.645,14
2026-07-03,BLR_HYD,30,4607.32,13
2026-07-03,BOM_BLR,30,6473.36,11
2026-07-03,BOM_DEL,30,7516.745,18
2026-07-03,CCU_DEL,30,7788.8,14
2026-07-03,DEL_BLR,30,8660.21,19
2026-07-03,DEL_BOM,30,8159.42,15
2026-07-03,DEL_CCU,30,7830.549999999999,16
2026-07-03,HYD_DEL,30,6543.29,11
2026-07-03,MAA_DEL,30,8757.3,18
2026-07-03,BLR_DEL,45,7502.725,14
2026-07-03,BLR_HYD,45,4261.8150000000005,14
2026-07-03,BOM_BLR,45,5735.87,14
2026-07-03,BOM_DEL,45,6308.53,9
2026-07-03,CCU_DEL,45,6682.58,20
2026-07-03,DEL_BLR,45,7428.74,15
2026-07-03,DEL_BOM,45,6527.125,10
2026-07-03,DEL_CCU,45,6650.8099999999995,18
2026-07-03,HYD_DEL,45,5861.65,18
2026-07-03,MAA_DEL,45,7720.41,21
2026-07-04,BLR_DEL,1,15319.3,13
2026-07-04,BLR_HYD,1,8481.75,15
2026-07-04,BOM_BLR,1,11415.23,24
2026-07-04,BOM_DEL,1,12551.51,13
2026-07-04,CCU_DEL,1,14350.105,16
2026-07-04,DEL_BLR,1,14623.925,12
2026-07-04,DEL_BOM,1,12731.605,12
2026-07-04,DEL_CCU,1,13938.68,13
2026-07-04,HYD_DEL,1,12059.05,13
2026-07-04,MAA_DEL,1,15422.74,15
2026-07-04,BLR_DEL,7,11969.88,11
2026-07-04,BLR_HYD,7,6649.14,13
2026-07-04,BOM_BLR,7,8872.59,20
2026-07-04,BOM_DEL,7,9769.24,17
2026-07-04,CCU_DEL,7,10527.72,13
2026-07-04,DEL_BLR,7,11013.87,13
2026-07-04,DEL_BOM,7,10212.54,15
2026-07-04,DEL_CCU,7,10033.14,16
2026-07-04,HYD_DEL,7,8793.99,17
2026-07-04,MAA_DEL,7,12645.585,12
2026-07-04,BLR_DEL,15,9818.825,12
2026-07-04,BLR_HYD,15,5757.4,15
2026-07-04,BOM_BLR,15,7926.86,15
2026-07-04,BOM_DEL,15,8754.93,16
2026-07-04,CCU_DEL,15,8164.46,10
2026-07-04,DEL_BLR,15,9572.42,15
2026-07-04,DEL_BOM,15,9173.12,17
2026-07-04,DEL_CCU,15,9817.74,12
2026-07-04,HYD_DEL,15,7479.22,13
2026-07-04,MAA_DEL,15,9915.02,17
2026-07-04,BLR_DEL,30,7767.905000000001,18
2026-07-04,BLR_HYD,30,4406.105,12
2026-07-04,BOM_BLR,30,6019.860000000001,10
2026-07-04,BOM_DEL,30,7245.74,15
2026-07-04,CCU_DEL,30,6753.93,13
2026-07-04,DEL_BLR,30,7364.865,16
2026-07-04,DEL_BOM,30,7010.125,12
2026-07-04,DEL_CCU,30,6630.99,10
2026-07-04,HYD_DEL,30,5921.8,9
2026-07-04,MAA_DEL,30,8018.165,18
2026-07-04,BLR_DEL,45,7436.41,15
2026-07-04,BLR_HYD,45,4116.15,15
2026-07-04,BOM_BLR,45,5502.395,14
2026-07-04,BOM_DEL,45,6861.89,15
2026-07-04,CCU_DEL,45,7160.07,15
2026-07-04,DEL_BLR,45,6976.785,20
2026-07-04,DEL_BOM,45,6906.68,13
2026-07-04,DEL_CCU,45,6578.33,7
2026-07-04,HYD_DEL,45,5875.97,17
2026-07-04,MAA_DEL,45,7912.29,11
2026-07-05,BLR_DEL,1,12417.3,15
2026-07-05,BLR_HYD,1,7189.18,15
2026-07-05,BOM_BLR,1,10327.240000000002,22
2026-07-05,BOM_DEL,1,11555.9,12
2026-07-05,CCU_DEL,1,11724.53,15
2026-07-05,DEL_BLR,1,13072.095000000001,12
2026-07-05,DEL_BOM,1,11353.15,19
2026-07-05,DEL_CCU,1,12144.46,23
2026-07-05,HYD_DEL,1,10305.335,18
2026-07-05,MAA_DEL,1,14061.82,6
2026-07-05,BLR_DEL,7,11594.14,9
2026-07-05,BLR_HYD,7,6504.81,9
2026-07-05,BOM_BLR,7,8681.064999999999,12
2026-07-05,BOM_DEL,7,9751.295,12
2026-07-05,CCU_DEL,7,10930.99,15
2026-07-05,DEL_BLR,7,11095.96,20
2026-07-05,DEL_BOM,7,10318.26,19
2026-07-05,DEL_CCU,7,10768.02,12
2026-07-05,HYD_DEL,7,9117.7,17
2026-07-05,MAA_DEL,7,12454.02,13
2026-07-05,BLR_DEL,15,8550.195,10
2026-07-05,BLR_HYD,15,4789.71,11
2026-07-05,BOM_BLR,15,7218.01,13
2026-07-05,BOM_DEL,15,8545.505000000001,8
2026-07-05,CCU_DEL,15,8148.36,27
2026-07-05,DEL_BLR,15,8762.880000000001,12
2026-07-05,DEL_BOM,15,8361.61,14
2026-07-05,DEL_CCU,15,8426.73,15
2026-07-05,HYD_DEL,15,6674.49,19
2026-07-05,MAA_DEL,15,9221.64,13
2026-07-05,BLR_DEL,30,7641.65,12
2026-07-05,BLR_HYD,30,4432.715,14
2026-07-05,BOM_BLR,30,5626.56,17
2026-07-05,BOM_DEL,30,6696.18,12
2026-07-05,CCU_DEL,30,7574.72,17
2026-07-05,DEL_BLR,30,7819.21,15
2026-07-05,DEL_BOM,30,6602.88,11
2026-07-05,DEL_CCU,30,7236.205,14
2026-07-05,HYD_DEL,30,6265.21,14
2026-07-05,MAA_DEL,30,7742.875,22
2026-07-05,BLR_DEL,45,6841.43,9
2026-07-05,BLR_HYD,45,4270.92,15
2026-07-05,BOM_BLR,45,5445.11,7
2026-07-05,BOM_DEL,45,6513.85,14
2026-07-05,CCU_DEL,45,6687.99,13
2026-07-05,DEL_BLR,45,7493.755,18
2026-07-05,DEL_BOM,45,6422.39,15
2026-07-05,DEL_CCU,45,6839.93,7
2026-07-05,HYD_DEL,45,6094.29,9
2026-07-05,MAA_DEL,45,7457.67,17
2026-07-06,BLR_DEL,1,12755.12,17
2026-07-06,BLR_HYD,1,7613.44,15
2026-07-06,BOM_BLR,1,9760.86,15
2026-07-06,BOM_DEL,1,12087.23,18
2026-07-06,CCU_DEL,1,12384.62,17
2026-07-06,DEL_BLR,1,12570.25,17
2026-07-06,DEL_BOM,1,11293.599999999999,12
2026-07-06,DEL_CCU,1,11935.8,14
2026-07-06,HYD_DEL,1,10919.6,12
2026-07-06,MAA_DEL,1,14395.81,11
2026-07-06,BLR_DEL,7,10648.23,10
2026-07-06,BLR_HYD,7,5874.985000000001,20
2026-07-06,BOM_BLR,7,8159.889999999999,12
2026-07-06,BOM_DEL,7,9320.630000000001,18
2026-07-06,CCU_DEL,7,9525.26,13
2026-07-06,DEL_BLR,7,10365.08,15
2026-07-06,DEL_BOM,7,9427.81,13
2026-07-06,DEL_CCU,7,10628.32,10
2026-07-06,HYD_DEL,7,8479.34,20
2026-07-06,MAA_DEL,7,11151.21,16
2026-07-06,BLR_DEL,15,8563.82,21
2026-07-06,BLR_HYD,15,5140.04,9
2026-07-06,BOM_BLR,15,7103.67,19
2026-07-06,BOM_DEL,15,7769.42,13
2026-07-06,CCU_DEL,15,8436.18,15
2026-07-06,DEL_BLR,15,8877.58,19
2026-07-06,DEL_BOM,15,8100.48,17
2026-07-06,DEL_CCU,15,8092.605,18
2026-07-06,HYD_DEL,15,7118.57,18
2026-07-06,MAA_DEL,15,9055.31,12
2026-07-06,BLR_DEL,30,7458.585,20
2026-07-06,BLR_HYD,30,4580.2,21
2026-07-06,BOM_BLR,30,5865.28,18
2026-07-06,BOM_DEL,30,7086.65,21
2026-07-06,CCU_DEL,30,6962.1900000000005,14
2026-07-06,DEL_BLR,30,7678.16,5
2026-07-06,DEL_BOM,30,6843.42,19
2026-07-06,DEL_CCU,30,7549.85,7
2026-07-06,HYD_DEL,30,5917.195,16
2026-07-06,MAA_DEL,30,7767.14,13
2026-07-06,BLR_DEL,45,7096.65,14
2026-07-06,BLR_HYD,45,4232.24,16
2026-07-06,BOM_BLR,45,5656.3,19
2026-07-06,BOM_DEL,45,6082.82,15
2026-07-06,CCU_DEL,45,7362.19,9
2026-07-06,DEL_BLR,45,7189.385,14
2026-07-06,DEL_BOM,45,6390.08,19
2026-07-06,DEL_CCU,45,7218.1,13
2026-07-06,HYD_DEL,45,6180.14,12
2026-07-06,MAA_DEL,45,7876.98,15
2026-07-07,BLR_DEL,1,12401.0,19
2026-07-07,BLR_HYD,1,7511.625,14
2026-07-07,BOM_BLR,1,10510.785,20
2026-07-07,BOM_DEL,1,11562.57,15
2026-07-07,CCU_DEL,1,11800.07,18
2026-07-07,DEL_BLR,1,12819.494999999999,10
2026-07-07,DEL_BOM,1,11882.48,13
2026-07-07,DEL_CCU,1,12957.14,15
2026-07-07,HYD_DEL,1,10226.51,23
2026-07-07,MAA_DEL,1,14191.29,19
2026-07-07,BLR_DEL,7,9635.435000000001,8
2026-07-07,BLR_HYD,7,6172.19,11
2026-07-07,BOM_BLR,7,8567.955,14
2026-07-07,BOM_DEL,7,9270.63,15
2026-07-07,CCU_DEL,7,10037.11,17
2026-07-07,DEL_BLR,7,9945.064999999999,14
2026-07-07,DEL_BOM,7,9644.560000000001,16
2026-07-07,DEL_CCU,7,10519.37,15
2026-07-07,HYD_DEL,7,8287.805,10
2026-07-07,MAA_DEL,7,10610.130000000001,14
2026-07-07,BLR_DEL,15,8536.805,14
2026-07-07,BLR_HYD,15,5001.26,10
2026-07-07,BOM_BLR,15,6635.02,9
2026-07-07,BOM_DEL,15,7961.445,16
2026-07-07,CCU_DEL,15,8451.42,16
2026-07-07,DEL_BLR,15,8495.3,14
2026-07-07,DEL_BOM,15,8210.53,19
2026-07-07,DEL_CCU,15,8033.73,15
2026-07-07,HYD_DEL,15,6950.04,20
2026-07-07,MAA_DEL,15,9559.11,13
2026-07-07,BLR_DEL,30,7811.025,10
2026-07-07,BLR_HYD,30,4457.895,12
2026-07-07,BOM_BLR,30,6168.71,13
2026-07-07,BOM_DEL,30,7285.675,14
2026-07-07,CCU_DEL,30,7194.695,14
2026-07-07,DEL_BLR,30,7303.59,12
2026-07-07,DEL_BOM,30,7183.58,11
2026-07-07,DEL_CCU,30,7183.72,11
2026-07-07,HYD_DEL,30,5813.05,13
2026-07-07,MAA_DEL,30,7741.76,15
2026-07-07,BLR_DEL,45,6942.12,23
2026-07-07,BLR_HYD,45,4084.43,15
2026-07-07,BOM_BLR,45,5478.91,16
2026-07-07,BOM_DEL,45,6529.28,19
2026-07-07,CCU_DEL,45,7213.0,19
2026-07-07,DEL_BLR,45,7148.48,20
2026-07-07,DEL_BOM,45,6642.674999999999,10
2026-07-07,DEL_CCU,45,6257.02,10
2026-07-07,HYD_DEL,45,5869.44,14
2026-07-07,MAA_DEL,45,7364.57,9
2026-07-08,BLR_DEL,1,13557.814999999999,16
2026-07-08,BLR_HYD,1,7174.41,15
2026-07-08,BOM_BLR,1,10182.26,17
2026-07-08,BOM_DEL,1,11845.825,12
2026-07-08,CCU_DEL,1,12077.755000000001,12
2026-07-08,DEL_BLR,1,13117.66,13
2026-07-08,DEL_BOM,1,11749.415,14
2026-07-08,DEL_CCU,1,12086.384999999998,16
2026-07-08,HYD_DEL,1,10020.52,17
2026-07-08,MAA_DEL,1,14287.494999999999,10
2026-07-08,BLR_DEL,7,10297.835,12
2026-07-08,BLR_HYD,7,6230.62,15
2026-07-08,BOM_BLR,7,7945.05,15
2026-07-08,BOM_DEL,7,9419.095000000001,26
2026-07-08,CCU_DEL,7,9779.81,19
2026-07-08,DEL_BLR,7,9799.825,16
2026-07-08,DEL_BOM,7,10124.965,10
2026-07-08,DEL_CCU,7,9961.93,17
2026-07-08,HYD_DEL,7,8636.07,8
2026-07-08,MAA_DEL,7,11515.925,12
2026-07-08,BLR_DEL,15,8643.369999999999,18
2026-07-08,BLR_HYD,15,5201.81,15
2026-07-08,BOM_BLR,15,6136.75,10
2026-07-08,BOM_DEL,15,7555.06,15
2026-07-08,CCU_DEL,15,8235.77,13
2026-07-08,DEL_BLR,15,9006.33,14
2026-07-08,DEL_BOM,15,7849.715,16
2026-07-08,DEL_CCU,15,7922.51,13
2026-07-08,HYD_DEL,15,7035.0599999999995,12
2026-07-08,MAA_DEL,15,8706.175,14
2026-07-08,BLR_DEL,30,8073.975,12
2026-07-08,BLR_HYD,30,4300.915,20
2026-07-08,BOM_BLR,30,6158.3,13
2026-07-08,BOM_DEL,30,6738.74,21
2026-07-08,CCU_DEL,30,7081.46,11
2026-07-08,DEL_BLR,30,7672.65,19
2026-07-08,DEL_BOM,30,6823.16,11
2026-07-08,DEL_CCU,30,7289.2,15
2026-07-08,HYD_DEL,30,6342.99,13
2026-07-08,MAA_DEL,30,7806.985000000001,12
2026-07-08,BLR_DEL,45,8212.06,18
2026-07-08,BLR_HYD,45,4865.72,7
2026-07-08,BOM_BLR,45,6016.035,10
2026-07-08,BOM_DEL,45,7521.89,7
2026-07-08,CCU_DEL,45,7555.215,12
2026-07-08,DEL_BLR,45,7818.01,29
2026-07-08,DEL_BOM,45,7261.675,18
2026-07-08,DEL_CCU,45,7448.035,10
2026-07-08,HYD_DEL,45,6452.87,13
2026-07-08,MAA_DEL,45,8594.47,13
2026-07-09,BLR_DEL,1,13513.205,10
2026-07-09,BLR_HYD,1,7453.075,20
2026-07-09,BOM_BLR,1,10258.58,17
2026-07-09,BOM_DEL,1,11269.745,18
2026-07-09,CCU_DEL,1,12048.095000000001,18
2026-07-09,DEL_BLR,1,13302.26,19
2026-07-09,DEL_BOM,1,12038.5,17
2026-07-09,DEL_CCU,1,11960.490000000002,22
2026-07-09,HYD_DEL,1,10501.79,9
2026-07-09,MAA_DEL,1,14157.119999999999,22
2026-07-09,BLR_DEL,7,10863.195,10
2026-07-09,BLR_HYD,7,5863.335,16
2026-07-09,BOM_BLR,7,8429.28,11
2026-07-09,BOM_DEL,7,9337.845000000001,14
2026-07-09,CCU_DEL,7,9379.220000000001,12
2026-07-09,DEL_BLR,7,10082.515,16
2026-07-09,DEL_BOM,7,9991.4,19
2026-07-09,DEL_CCU,7,9797.31,11
2026-07-09,HYD_DEL,7,8606.825,14
2026-07-09,MAA_DEL,7,10019.71,15
2026-07-09,BLR_DEL,15,8601.529999999999,18
2026-07-09,BLR_HYD,15,5097.035,14
2026-07-09,BOM_BLR,15,6979.3099999999995,10
2026-07-09,BOM_DEL,15,8211.585,10
2026-07-09,CCU_DEL,15,8282.58,19
2026-07-09,DEL_BLR,15,8838.44,17
2026-07-09,DEL_BOM,15,7407.195,12
2026-07-09,DEL_CCU,15,8621.55,11
2026-07-09,HYD_DEL,15,7440.64,11
2026-07-09,MAA_DEL,15,9192.3,17
2026-07-09,BLR_DEL,30,8694.77,13
2026-07-09,BLR_HYD,30,5121.56,13
2026-07-09,BOM_BLR,30,6140.63,14
2026-07-09,BOM_DEL,30,6937.275,10
2026-07-09,CCU_DEL,30,7781.415,14
2026-07-09,DEL_BLR,30,8636.73,17
2026-07-09,DEL_BOM,30,8071.405000000001,12
2026-07-09,DEL_CCU,30,8391.67,18
2026-07-09,HYD_DEL,30,7069.375,22
2026-07-09,MAA_DEL,30,8689.885,12
2026-07-09,BLR_DEL,45,8138.33,13
2026-07-09,BLR_HYD,45,4703.86,21
2026-07-09,BOM_BLR,45,6347.265,16
2026-07-09,BOM_DEL,45,6883.965,14
2026-07-09,CCU_DEL,45,7274.63,15
2026-07-09,DEL_BLR,45,8392.92,21
2026-07-09,DEL_BOM,45,7455.82,19
2026-07-09,DEL_CCU,45,7537.629999999999,14
2026-07-09,HYD_DEL,45,6359.61,21
2026-07-09,MAA_DEL,45,7842.67,15
2026-07-10,BLR_DEL,1,14150.81,16
2026-07-10,BLR_HYD,1,8608.74,17
2026-07-10,BOM_BLR,1,11268.97,13
2026-07-10,BOM_DEL,1,12836.505,16
2026-07-10,CCU_DEL,1,13104.33,11
2026-07-10,DEL_BLR,1,14537.46,15
2026-07-10,DEL_BOM,1,12767.99,15
2026-07-10,DEL_CCU,1,12869.39,22
2026-07-10,HYD_DEL,1,11268.205,14
2026-07-10,MAA_DEL,1,15831.95,13
2026-07-10,BLR_DEL,7,10791.375,18
2026-07-10,BLR_HYD,7,5918.84,14
2026-07-10,BOM_BLR,7,8079.895,12
2026-07-10,BOM_DEL,7,8327.62,11
2026-07-10,CCU_DEL,7,9282.055,16
2026-07-10,DEL_BLR,7,10059.15,15
2026-07-10,DEL_BOM,7,9217.8,15
2026-07-10,DEL_CCU,7,9582.48,7
2026-07-10,HYD_DEL,7,8205.455,18
2026-07-10,MAA_DEL,7,10861.54,13
2026-07-10,BLR_DEL,15,10161.34,17
2026-07-10,BLR_HYD,15,5720.610000000001,26
2026-07-10,BOM_BLR,15,7596.27,17
2026-07-10,BOM_DEL,15,8705.15,24
2026-07-10,CCU_DEL,15,9550.54,13
2026-07-10,DEL_BLR,15,9364.175,24
2026-07-10,DEL_BOM,15,8776.92,12
2026-07-10,DEL_CCU,15,8741.76,15
2026-07-10,HYD_DEL,15,8153.86,13
2026-07-10,MAA_DEL,15,10086.14,22
2026-07-10,BLR_DEL,30,8558.19,19
2026-07-10,BLR_HYD,30,4822.95,15
2026-07-10,BOM_BLR,30,6212.16,19
2026-07-10,BOM_DEL,30,7701.72,13
2026-07-10,CCU_DEL,30,8086.745,24
2026-07-10,DEL_BLR,30,8641.81,8
2026-07-10,DEL_BOM,30,7509.27,9
2026-07-10,DEL_CCU,30,8295.345,16
2026-07-10,HYD_DEL,30,6461.47,15
2026-07-10,MAA_DEL,30,9102.130000000001,20
2026-07-10,BLR_DEL,45,7129.05,15
2026-07-10,BLR_HYD,45,4678.9349999999995,8
2026-07-10,BOM_BLR,45,6011.93,17
2026-07-10,BOM_DEL,45,6390.59,10
2026-07-10,CCU_DEL,45,6840.01,9
2026-07-10,DEL_BLR,45,7161.87,14
2026-07-10,DEL_BOM,45,6232.66,15
2026-07-10,DEL_CCU,45,6632.59,18
2026-07-10,HYD_DEL,45,6436.07,11
2026-07-10,MAA_DEL,45,7318.5,13
2026-07-11,BLR_DEL,1,14369.14,12
2026-07-11,BLR_HYD,1,7779.4,13
2026-07-11,BOM_BLR,1,10868.63,6
2026-07-11,BOM_DEL,1,12745.34,16
2026-07-11,CCU_DEL,1,13276.18,17
2026-07-11,DEL_BLR,1,15705.7,15
2026-07-11,DEL_BOM,1,12909.95,17
2026-07-11,DEL_CCU,1,13268.01,15
2026-07-11,HYD_DEL,1,12111.92,11
2026-07-11,MAA_DEL,1,15502.81,13
2026-07-11,BLR_DEL,7,10639.405,16
2026-07-11,BLR_HYD,7,6287.875,16
2026-07-11,BOM_BLR,7,9458.09,15
2026-07-11,BOM_DEL,7,9981.87,15
2026-07-11,CCU_DEL,7,10882.77,16
2026-07-11,DEL_BLR,7,11704.515,14
2026-07-11,DEL_BOM,7,10719.21,9
2026-07-11,DEL_CCU,7,10398.065,16
2026-07-11,HYD_DEL,7,9753.77,13
2026-07-11,MAA_DEL,7,11407.42,21
2026-07-11,BLR_DEL,15,10189.04,17
2026-07-11,BLR_HYD,15,5139.26,13
2026-07-11,BOM_BLR,15,7765.674999999999,18
2026-07-11,BOM_DEL,15,8843.81,13
2026-07-11,CCU_DEL,15,9661.689999999999,20
2026-07-11,DEL_BLR,15,9711.41,19
2026-07-11,DEL_BOM,15,8586.645,12
2026-07-11,DEL_CCU,15,8958.2,20
2026-07-11,HYD_DEL,15,7317.38,9
2026-07-11,MAA_DEL,15,9802.86,12
2026-07-11,BLR_DEL,30,7655.860000000001,14
2026-07-11,BLR_HYD,30,4820.865,22
2026-07-11,BOM_BLR,30,5759.32,19
2026-07-11,BOM_DEL,30,6610.35,15
2026-07-11,CCU_DEL,30,7502.62,16
2026-07-11,DEL_BLR,30,7551.99,12
2026-07-11,DEL_BOM,30,6855.08,14
2026-07-11,DEL_CCU,30,7450.09,20
2026-07-11,HYD_DEL,30,6277.094999999999,18
2026-07-11,MAA_DEL,30,8664.04,16
2026-07-11,BLR_DEL,45,7349.69,17
2026-07-11,BLR_HYD,45,4376.6,13
2026-07-11,BOM_BLR,45,5419.53,17
2026-07-11,BOM_DEL,45,6458.93,15
2026-07-11,CCU_DEL,45,7073.35,21
2026-07-11,DEL_BLR,45,7345.75,16
2026-07-11,DEL_BOM,45,6685.495000000001,10
2026-07-11,DEL_CCU,45,7026.76,12
2026-07-11,HYD_DEL,45,5919.3,16
2026-07-11,MAA_DEL,45,7682.245000000001,6
2026-07-12,BLR_DEL,1,13358.3,17
2026-07-12,BLR_HYD,1,8063.97,13
2026-07-12,BOM_BLR,1,10146.76,14
2026-07-12,BOM_DEL,1,11535.67,21
2026-07-12,CCU_DEL,1,12784.5,16
2026-07-12,DEL_BLR,1,14084.02,9
2026-07-12,DEL_BOM,1,11927.8,13
2026-07-12,DEL_CCU,1,12175.82,14
2026-07-12,HYD_DEL,1,11174.43,15
2026-07-12,MAA_DEL,1,13837.11,13
2026-07-12,BLR_DEL,7,11449.43,12
2026-07-12,BLR_HYD,7,7018.21,15
2026-07-12,BOM_BLR,7,9161.2,15
2026-07-12,BOM_DEL,7,9776.1,15
2026-07-12,CCU_DEL,7,11190.86,20
2026-07-12,DEL_BLR,7,11049.82,13
2026-07-12,DEL_BOM,7,10475.88,19
2026-07-12,DEL_CCU,7,10287.45,17
2026-07-12,HYD_DEL,7,9128.48,11
2026-07-12,MAA_DEL,7,11356.61,13
2026-07-12,BLR_DEL,15,9067.45,23
2026-07-12,BLR_HYD,15,5010.83,12
2026-07-12,BOM_BLR,15,6255.37,15
